host_response_time,host_listings_count,host_has_profile_pic,neighbourhood,property_type,room_type,accommodates,square_feet,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,amenities_count,amenities_premium_count,professionalism
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,40,3,11,93,91.0,14,3,0.45
within an hour,1.0,t,Sant Andreu,Apartment,Private room,2,,20,2,10,37,99.0,13,0,0.4
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,1,,36,2,157,9,89.0,12,1,0.65
within an hour,3.0,t,Eixample,Boutique hotel,Private room,2,,150,1,355,3,93.0,14,1,0.85
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,2,0,94,97.0,51,18,0.45
within an hour,1.0,t,Sant Andreu,Apartment,Private room,2,,30,5,221,0,,14,2,0.7
within an hour,116.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,100,1,307,4,85.0,33,2,1.0
,1.0,t,Sarrià-Sant Gervasi,Apartment,Private room,2,,90,30,0,1,80.0,21,2,0.15000000000000002
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,6,0.0,90,3,88,180,89.0,22,1,0.65
within an hour,62.0,t,Eixample,Serviced apartment,Entire home/apt,6,,599,2,313,8,98.0,31,3,1.0
within an hour,49.0,t,Sant Martí,Apartment,Entire home/apt,3,,65,1,100,65,82.0,17,1,0.65
within a day,20.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,39,90,130,1,100.0,14,0,0.625
within a day,29.0,t,Gràcia,Serviced apartment,Entire home/apt,5,,180,2,66,7,94.0,26,0,0.525
within a few hours,2.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,22,1,112,11,98.0,14,1,0.5875
within a few hours,3.0,t,Eixample,Apartment,Entire home/apt,7,,105,3,281,175,96.0,46,9,0.6875
within a day,71.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,90,3,219,0,,14,1,0.775
within a few hours,32.0,t,Sant Andreu,Apartment,Entire home/apt,3,,43,32,307,0,,7,1,0.8875
,1.0,t,Sants-Montjuïc,Apartment,Private room,1,,30,1,0,0,,13,4,0.15000000000000002
within an hour,1.0,t,Eixample,Apartment,Private room,2,,59,2,11,109,99.0,21,2,0.4
,1.0,t,Nou Barris,Apartment,Private room,1,,55,3,89,0,,13,1,0.25
,1.0,t,Eixample,Apartment,Private room,1,,45,3,0,0,,10,1,0.15000000000000002
within an hour,33.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,60,3,336,36,89.0,29,0,0.95
within a day,72.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,2,,60,32,259,2,100.0,19,0,0.775
within an hour,3.0,t,Horta-Guinardó,Apartment,Private room,2,,39,2,252,119,88.0,37,8,0.75
within a few hours,6.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,199,2,267,67,98.0,43,2,0.7375
within an hour,26.0,t,Eixample,Serviced apartment,Entire home/apt,6,,169,1,288,150,93.0,39,6,0.8500000000000001
within an hour,2.0,t,Eixample,Apartment,Private room,2,,35,2,99,146,93.0,24,6,0.55
within a few hours,1.0,t,Eixample,Apartment,Private room,2,,55,2,236,22,95.0,16,1,0.6375
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,9,,380,2,313,32,89.0,24,3,1.0
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,140,2,65,3,93.0,22,2,0.5
,1.0,t,Gràcia,Apartment,Private room,1,,30,14,0,0,,8,3,0.15000000000000002
within an hour,12.0,t,Gràcia,Apartment,Entire home/apt,4,,161,3,107,221,95.0,29,5,0.75
a few days or more,1.0,t,Sant Andreu,Apartment,Private room,1,,17,4,365,1,,13,1,0.6125
within a day,1.0,t,Horta-Guinardó,Apartment,Entire home/apt,7,,150,2,85,0,,17,2,0.375
within an hour,126.0,t,Eixample,Apartment,Private room,2,,26,32,138,2,90.0,7,1,0.8
,1.0,t,Ciutat Vella,Apartment,Private room,1,,31,90,362,0,,8,2,0.55
within an hour,131.0,t,Eixample,Apartment,Entire home/apt,6,,198,1,0,56,86.0,21,2,0.6
within an hour,4.0,t,Eixample,Apartment,Private room,2,,58,3,341,25,98.0,14,1,0.85
within a day,1.0,t,Ciutat Vella,Apartment,Private room,1,,49,4,45,1,100.0,9,2,0.275
within an hour,11.0,t,Sant Andreu,Apartment,Entire home/apt,3,,50,32,248,4,100.0,35,4,0.8500000000000001
within an hour,2.0,t,Eixample,Apartment,Private room,2,,49,3,35,1,100.0,15,2,0.45
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,1,,19,2,251,3,100.0,16,2,0.7
within an hour,1.0,t,Gràcia,Apartment,Entire home/apt,6,,110,4,274,173,92.0,31,1,0.7
within an hour,111.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,7,1292.0,200,4,22,125,93.0,24,5,0.6
within a day,6.0,t,Ciutat Vella,Apartment,Private room,3,,115,1,120,0,,11,0,0.575
within an hour,2.0,t,Eixample,Apartment,Private room,1,,27,3,15,60,96.0,31,12,0.45
within an hour,1.0,t,Eixample,Apartment,Private room,4,,99,2,217,4,95.0,38,9,0.7
within an hour,184.0,t,Sant Martí,Apartment,Entire home/apt,4,,98,2,101,21,94.0,18,0,0.8
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,60,1,46,6,93.0,17,0,0.45
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,3,,68,3,152,70,96.0,16,0,0.65
,1.0,t,Ciutat Vella,Apartment,Private room,2,,32,3,0,3,100.0,13,3,0.15000000000000002
,1.0,t,Ciutat Vella,Apartment,Private room,1,,44,2,67,0,,5,1,0.25
within an hour,4.0,t,Sants-Montjuïc,Hostel,Shared room,6,,40,1,167,0,,7,1,0.65
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,65,2,0,90,88.0,13,2,0.4
,1.0,t,Eixample,Apartment,Private room,2,,40,1,0,0,,19,6,0.15000000000000002
,1.0,t,Ciutat Vella,Apartment,Private room,2,,50,1,0,0,,19,1,0.15000000000000002
within a day,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,40,2,345,4,90.0,7,1,0.675
within an hour,16.0,t,Les Corts,Apartment,Entire home/apt,8,,70,33,247,0,,38,7,0.8500000000000001
within a day,0.0,t,Ciutat Vella,Apartment,Private room,2,,60,3,48,34,95.0,18,3,0.225
within a day,1.0,t,Gràcia,Apartment,Entire home/apt,3,,100,4,228,208,98.0,21,4,0.575
within an hour,2.0,t,Sant Martí,Apartment,Private room,1,,45,1,291,0,,16,2,0.75
within a day,1.0,t,Eixample,Apartment,Private room,2,,51,2,269,1,100.0,5,0,0.575
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,2,,90,1,115,30,95.0,27,2,0.75
,1.0,t,Sant Andreu,Apartment,Private room,2,,39,2,77,0,,8,0,0.25
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,40,2,58,43,92.0,39,11,0.55
within an hour,3.0,t,Eixample,Apartment,Private room,2,,57,1,83,118,96.0,21,5,0.55
within an hour,2.0,t,Eixample,Apartment,Entire home/apt,6,,301,2,100,223,96.0,47,7,0.55
within a few hours,2.0,t,Eixample,Bed and breakfast,Private room,2,,145,2,364,0,,16,1,0.7875
within a few hours,4.0,t,Sants-Montjuïc,Apartment,Private room,2,,70,1,90,1,100.0,10,1,0.48750000000000004
,1.0,t,Gràcia,Apartment,Private room,4,,30,1,0,12,93.0,14,2,0.15000000000000002
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,135,30,96,1,100.0,27,5,0.5
,1.0,t,Gràcia,Apartment,Private room,1,,30,15,0,1,100.0,14,4,0.15000000000000002
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,8,,85,1,285,12,75.0,31,5,0.9
within an hour,0.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,30,1,15,2,100.0,6,1,0.35
within a few hours,2.0,t,Ciutat Vella,Apartment,Private room,2,129.0,42,4,196,285,97.0,17,1,0.5875
within an hour,3.0,t,Eixample,Apartment,Private room,1,,60,2,0,10,96.0,10,2,0.45
within an hour,5.0,t,Eixample,Serviced apartment,Entire home/apt,4,,200,1,331,0,,13,1,0.85
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,8,,170,1,187,30,94.0,28,2,0.75
within a day,1.0,t,Ciutat Vella,Apartment,Private room,2,,50,4,207,22,97.0,36,5,0.575
within an hour,3.0,t,Sant Martí,Apartment,Private room,2,,40,2,58,18,86.0,20,3,0.55
within a day,2.0,t,Ciutat Vella,Apartment,Private room,1,,35,1,192,1,60.0,21,2,0.525
within a day,7.0,t,Ciutat Vella,Apartment,Private room,6,,39,31,303,0,,23,7,0.775
within a few hours,1.0,t,Ciutat Vella,Guest suite,Entire home/apt,4,,150,2,84,13,97.0,30,2,0.4375
within an hour,2.0,t,Sant Martí,Apartment,Entire home/apt,4,,150,2,140,14,97.0,35,2,0.65
within an hour,3.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,79,2,127,82,93.0,32,3,0.65
,,,Eixample,Apartment,Entire home/apt,8,915.0,180,2,321,78,85.0,32,1,0.5
within an hour,3.0,t,Eixample,Apartment,Private room,2,,60,1,327,14,89.0,41,5,0.85
within an hour,106.0,t,Eixample,Apartment,Entire home/apt,6,,145,2,326,6,70.0,17,2,1.0
within a day,133.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,90,32,320,0,,22,1,0.875
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,1,,16,1,56,22,87.0,24,3,0.55
within an hour,1.0,t,Eixample,Apartment,Private room,2,,16,2,9,33,90.0,33,10,0.4
within a few hours,2.0,t,Eixample,Apartment,Private room,3,,52,3,181,34,89.0,13,1,0.5875
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,79,1,58,30,94.0,27,2,0.55
within a few hours,2.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,105,30,359,1,100.0,31,2,0.7875
within a few hours,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,1,192,1,100.0,22,2,0.5875
within a few hours,13.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,55,31,349,0,,22,1,0.8875
within an hour,1.0,t,Nou Barris,Apartment,Private room,3,,25,2,314,33,84.0,18,1,0.8
within an hour,2.0,t,Gràcia,Apartment,Private room,4,,80,2,51,56,94.0,27,1,0.55
within an hour,37.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,6,,280,32,190,2,100.0,44,3,0.75
within a few hours,3.0,t,Ciutat Vella,Apartment,Private room,4,,120,1,174,0,,18,2,0.5875
within an hour,50.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,48,32,331,1,60.0,12,1,0.95
within a few hours,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,27,2,36,64,83.0,20,2,0.3875
,3.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,150,32,0,0,,13,1,0.2
within an hour,2.0,t,Eixample,Apartment,Private room,1,,25,1,168,34,89.0,10,1,0.65
within an hour,2.0,t,Sant Martí,Apartment,Private room,1,,30,1,286,145,96.0,30,4,0.75
within an hour,2.0,t,Nou Barris,Apartment,Private room,1,,35,2,337,7,80.0,13,2,0.85
within a day,5.0,t,Sant Martí,Boat,Entire home/apt,6,,150,1,362,4,100.0,19,4,0.725
within a few hours,3.0,t,Gràcia,Apartment,Entire home/apt,5,,90,4,236,119,97.0,30,1,0.6875
within a few hours,6.0,t,Sant Martí,Apartment,Private room,3,,25,1,350,40,94.0,26,4,0.8375
within a few hours,101.0,t,Eixample,Apartment,Entire home/apt,4,,350,1,332,2,90.0,36,4,0.9375
within a few hours,8.0,t,Sants-Montjuïc,Bed and breakfast,Private room,8,,30,2,347,8,74.0,23,5,0.8375
within an hour,34.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,3,,67,31,0,0,,31,0,0.55
within a day,91.0,t,Sant Martí,Apartment,Private room,1,,31,32,364,1,100.0,21,3,0.875
within a day,6.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,50,32,353,0,,17,3,0.775
within an hour,2.0,t,Sant Martí,Apartment,Entire home/apt,4,,85,3,258,145,98.0,36,7,0.75
within a few hours,1.0,t,Horta-Guinardó,Apartment,Private room,2,,46,1,350,67,85.0,9,3,0.7375
within an hour,30.0,t,Eixample,Apartment,Entire home/apt,4,,90,1,137,22,87.0,10,2,0.75
within an hour,11.0,t,Sants-Montjuïc,Apartment,Private room,2,,79,1,169,2,90.0,22,1,0.75
a few days or more,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,1,190,10,88.0,3,1,0.4625
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,40,3,292,239,90.0,13,1,0.75
within an hour,0.0,t,Ciutat Vella,Apartment,Private room,7,,189,2,334,0,,12,1,0.75
within a few hours,4.0,t,Ciutat Vella,Apartment,Private room,1,,21,2,50,30,96.0,36,7,0.3875
within an hour,2.0,t,Gràcia,Apartment,Private room,3,,40,5,61,4,85.0,14,1,0.55
,2.0,t,Sant Martí,Guest suite,Private room,1,,30,3,0,0,,8,2,0.2
within a day,1.0,t,Eixample,Apartment,Private room,1,,28,1,66,12,91.0,9,1,0.375
within an hour,5.0,t,Eixample,Apartment,Private room,2,,60,3,204,6,83.0,18,0,0.75
a few days or more,1.0,t,Eixample,Apartment,Private room,2,,65,2,145,24,99.0,19,4,0.4125
within an hour,4.0,t,Ciutat Vella,Bed and breakfast,Shared room,1,,30,1,138,1,80.0,13,2,0.65
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,4,,95,1,5,45,87.0,18,2,0.4
within a few hours,12.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,90,32,121,1,100.0,17,1,0.6875
within an hour,45.0,t,Gràcia,Loft,Entire home/apt,4,,100,3,94,112,84.0,28,0,0.65
within a few hours,1.0,t,Ciutat Vella,Apartment,Private room,1,,50,3,227,103,82.0,11,0,0.6375
within a few hours,6.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,60,32,182,0,,14,2,0.6375
within an hour,36.0,t,Sant Martí,Serviced apartment,Entire home/apt,8,,300,2,325,43,93.0,44,9,0.95
within an hour,2.0,t,Ciutat Vella,Loft,Private room,5,,79,2,5,24,94.0,21,1,0.45
within an hour,3.0,t,Eixample,Apartment,Private room,2,,70,1,32,7,86.0,10,1,0.45
within an hour,126.0,t,Horta-Guinardó,Apartment,Entire home/apt,8,,225,2,248,9,84.0,17,2,0.9
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,2,,36,2,75,46,85.0,29,1,0.55
within an hour,38.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,480,1,265,36,92.0,21,1,0.8500000000000001
within an hour,6.0,t,Ciutat Vella,Apartment,Private room,2,,47,30,145,0,,20,1,0.7
,2.0,t,Sarrià-Sant Gervasi,Apartment,Shared room,1,,760,1,0,0,,1,1,0.2
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,6,,350,2,326,10,86.0,25,3,1.0
within an hour,5.0,t,Sant Martí,Apartment,Entire home/apt,4,,100,2,158,14,81.0,27,3,0.65
within a few hours,1.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,35,31,341,5,88.0,20,0,0.7375
within a day,91.0,t,Sant Martí,Apartment,Private room,1,,31,32,297,1,,25,3,0.775
within an hour,5.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,75,7,329,8,90.0,11,0,0.85
,4.0,t,Eixample,Bed and breakfast,Private room,3,,250,1,292,0,,11,4,0.5
within a day,5.0,t,Eixample,Apartment,Private room,1,,35,2,365,4,90.0,38,10,0.725
within an hour,111.0,t,Eixample,Apartment,Entire home/apt,6,,270,4,302,88,95.0,30,3,1.0
within an hour,12.0,t,Eixample,Apartment,Private room,4,,50,2,0,108,88.0,9,0,0.55
within a day,3.0,t,Sant Martí,Apartment,Private room,2,,15,2,79,18,93.0,30,4,0.42500000000000004
within a day,7.0,t,Sant Martí,Apartment,Entire home/apt,6,,50,2,258,9,89.0,38,6,0.675
within an hour,3.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,30,30,326,1,20.0,13,2,0.85
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,6,,99,3,89,170,89.0,23,0,0.65
within a day,1.0,t,Horta-Guinardó,Apartment,Private room,1,,20,1,5,12,98.0,35,12,0.275
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,3,,79,2,102,6,93.0,12,1,0.65
within a day,91.0,t,Eixample,Serviced apartment,Private room,1,,27,32,313,0,,28,3,0.875
within a few hours,2.0,t,Gràcia,Apartment,Private room,2,,20,2,131,10,98.0,7,1,0.5875
within an hour,37.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,59,83,349,24,92.0,30,5,0.95
within an hour,62.0,t,Sant Martí,Serviced apartment,Entire home/apt,5,,140,2,333,57,94.0,32,4,1.0
,1.0,t,Sants-Montjuïc,Apartment,Private room,1,,30,4,312,2,100.0,12,3,0.55
within a few hours,4.0,t,Ciutat Vella,Apartment,Private room,2,,40,2,251,0,,11,1,0.6875
within a few hours,1.0,t,Sant Martí,Guest suite,Private room,1,,65,1,67,0,,17,4,0.4375
within an hour,1.0,t,Sant Martí,Apartment,Entire home/apt,4,,145,2,262,79,97.0,70,33,0.7
within a day,91.0,t,Eixample,Serviced apartment,Private room,1,,31,32,364,0,,30,4,0.875
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,45,2,99,119,98.0,22,2,0.5
within an hour,15.0,t,Eixample,Apartment,Entire home/apt,6,,109,3,138,3,87.0,17,0,0.75
within a day,11.0,t,Eixample,Apartment,Entire home/apt,6,,149,3,178,44,97.0,54,14,0.625
within an hour,37.0,t,Ciutat Vella,Loft,Entire home/apt,2,,32,89,272,3,80.0,22,1,0.8500000000000001
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,39,3,54,57,91.0,25,0,0.5
within an hour,0.0,t,Eixample,Apartment,Private room,6,,100,1,44,1,,22,1,0.35
within a day,1.0,t,Gràcia,Apartment,Private room,2,,65,1,48,1,,9,1,0.275
within a few hours,28.0,t,Eixample,Apartment,Entire home/apt,2,,210,5,80,2,100.0,28,2,0.5875
within an hour,2.0,t,Sant Martí,Loft,Entire home/apt,5,,95,3,289,165,95.0,31,4,0.75
within a day,37.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,52,32,308,0,,9,1,0.825
within an hour,4.0,t,Sants-Montjuïc,House,Private room,2,,40,1,69,0,,9,2,0.55
within a day,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,2,72,2,100.0,7,1,0.42500000000000004
,1.0,t,Ciutat Vella,Apartment,Private room,2,,69,1,0,1,80.0,10,2,0.15000000000000002
within a day,77.0,t,Eixample,Serviced apartment,Private room,1,,25,32,170,0,,19,4,0.675
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,95,3,14,7,97.0,25,4,0.45
within a day,2.0,t,Ciutat Vella,Apartment,Entire home/apt,6,,58,32,0,0,,26,0,0.325
within an hour,1.0,t,Sant Martí,Apartment,Entire home/apt,7,,130,2,40,6,90.0,15,2,0.4
within a few hours,24.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,48,32,343,22,80.0,8,1,0.8875
within an hour,3.0,t,Eixample,Apartment,Private room,2,,45,2,39,41,95.0,32,7,0.45
within an hour,50.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,97,32,160,1,100.0,31,1,0.75
within an hour,106.0,t,Eixample,Apartment,Entire home/apt,8,,84,32,267,3,50.0,20,2,0.9
,1.0,t,Eixample,Other,Private room,1,,25,1,0,0,,4,1,0.15000000000000002
,2.0,t,Eixample,Apartment,Private room,1,,20,2,0,79,92.0,12,0,0.2
within an hour,3.0,t,Horta-Guinardó,Apartment,Entire home/apt,6,,180,4,327,98,96.0,40,7,0.85
within a day,1.0,t,Eixample,Apartment,Private room,2,,35,7,189,1,80.0,16,2,0.475
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,35,2,57,272,96.0,13,0,0.55
a few days or more,36.0,t,Sant Martí,Apartment,Entire home/apt,4,,139,1,160,2,90.0,17,1,0.5625
within an hour,6.0,t,Eixample,Apartment,Private room,4,,19,1,343,188,88.0,21,3,0.9
within a day,11.0,t,Eixample,Serviced apartment,Entire home/apt,6,,90,31,322,0,,19,1,0.825
within an hour,21.0,t,Eixample,Boutique hotel,Private room,1,,90,1,270,2,100.0,16,0,0.8500000000000001
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,47,3,102,8,95.0,10,1,0.65
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,3,,100,3,75,5,84.0,9,1,0.55
within a day,37.0,t,Sant Martí,Apartment,Private room,2,,19,32,8,0,,11,3,0.42500000000000004
,1.0,t,Eixample,Apartment,Private room,2,,50,3,0,1,,3,1,0.15000000000000002
within an hour,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,25,1,190,89,93.0,23,7,0.65
within a few hours,1.0,t,Gràcia,Apartment,Private room,2,,55,2,134,20,97.0,42,16,0.5375
within an hour,1.0,t,Eixample,Apartment,Private room,2,,70,3,36,8,100.0,21,4,0.4
within an hour,19.0,t,Sants-Montjuïc,Aparthotel,Private room,2,,88,1,228,41,89.0,25,1,0.8500000000000001
within a few hours,4.0,t,Sants-Montjuïc,Apartment,Private room,1,,25,2,87,3,87.0,10,1,0.48750000000000004
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,8,,97,2,246,192,97.0,37,7,0.6375
within a few hours,58.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,75,3,333,0,,38,1,0.9375
within an hour,2.0,t,Sants-Montjuïc,Serviced apartment,Private room,4,,50,1,145,204,94.0,28,2,0.65
within a day,1.0,t,Eixample,Apartment,Private room,2,,50,3,363,22,98.0,10,1,0.675
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,3,,80,3,73,1,80.0,14,1,0.55
within a few hours,1.0,t,Horta-Guinardó,Apartment,Private room,1,,45,1,359,16,90.0,38,7,0.7375
within an hour,16.0,t,Eixample,Apartment,Entire home/apt,8,,250,7,295,42,94.0,28,2,0.8500000000000001
,2.0,t,Eixample,Apartment,Entire home/apt,4,,80,32,312,2,100.0,36,3,0.6
within an hour,131.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,51,1,0,5,90.0,17,1,0.6
within an hour,27.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,,100,32,0,10,84.0,47,9,0.55
within an hour,22.0,t,Gràcia,Apartment,Entire home/apt,8,,65,1,238,0,,46,11,0.8500000000000001
within an hour,38.0,t,Eixample,Apartment,Entire home/apt,6,0.0,190,3,111,120,91.0,23,2,0.75
within an hour,16.0,t,Eixample,Apartment,Entire home/apt,4,,80,1,0,177,91.0,32,2,0.55
a few days or more,36.0,t,Sant Martí,Apartment,Entire home/apt,4,592.0,145,2,4,6,77.0,19,0,0.36250000000000004
within an hour,1.0,t,Sants-Montjuïc,Casa particular (Cuba),Private room,1,,60,1,169,28,98.0,30,1,0.6
within an hour,12.0,t,Eixample,Serviced apartment,Entire home/apt,8,,260,3,246,62,94.0,33,0,0.8500000000000001
within a day,2.0,t,Eixample,Apartment,Private room,2,215.0,58,2,78,85,95.0,21,3,0.42500000000000004
,0.0,t,Gràcia,Apartment,Private room,3,,65,3,121,0,,14,2,0.3
within an hour,2.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,40,60,116,7,100.0,18,1,0.65
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,6,,86,1,49,0,,19,2,0.6
within an hour,1.0,t,Sant Martí,Apartment,Private room,3,,80,3,173,58,97.0,24,3,0.6
within a day,1.0,t,Ciutat Vella,Apartment,Private room,2,0.0,65,2,190,39,96.0,29,4,0.475
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,65,2,268,59,88.0,9,2,0.75
within a day,4.0,t,Sant Martí,Apartment,Entire home/apt,3,,45,32,236,3,93.0,18,1,0.625
within a few hours,1.0,t,Eixample,Apartment,Private room,2,,29,3,51,186,99.0,25,6,0.4375
within an hour,3.0,t,Gràcia,Apartment,Private room,2,,75,1,0,0,,14,2,0.45
within an hour,5.0,t,Gràcia,Apartment,Entire home/apt,3,,75,1,91,0,,17,3,0.55
within an hour,14.0,t,Eixample,Apartment,Entire home/apt,5,,150,31,221,1,100.0,15,1,0.8500000000000001
within an hour,8.0,t,Eixample,Apartment,Private room,4,,50,2,364,1,60.0,7,1,0.9
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,4,,125,3,253,49,89.0,29,3,0.8500000000000001
within an hour,37.0,t,Eixample,Apartment,Entire home/apt,9,,99,2,122,159,91.0,35,2,0.75
within an hour,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,0.0,141,4,215,203,90.0,31,1,0.7
,1.0,t,Sant Andreu,Apartment,Entire home/apt,5,,110,2,127,24,95.0,20,3,0.35
within an hour,15.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,150,3,264,2,100.0,2,1,0.8500000000000001
,4.0,t,Eixample,Apartment,Private room,4,,135,1,282,0,,11,4,0.5
,5.0,t,Sants-Montjuïc,Bed and breakfast,Private room,2,,50,1,0,0,,10,1,0.2
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,54,3,57,55,99.0,35,6,0.5
within an hour,2.0,t,Eixample,Apartment,Private room,2,,15,4,55,142,91.0,24,3,0.55
within an hour,11.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,103,30,90,0,,39,7,0.65
within an hour,7.0,t,Sant Martí,Boat,Entire home/apt,10,,200,2,245,26,91.0,14,1,0.8
within an hour,1.0,t,Sant Martí,Loft,Private room,4,,120,1,109,5,84.0,13,3,0.6
within an hour,1.0,t,Eixample,Apartment,Private room,7,,200,2,342,36,97.0,37,9,0.8
within an hour,77.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,110,2,147,92,89.0,49,12,0.8
,1.0,t,Eixample,Apartment,Private room,1,,30,1,0,0,,1,1,0.15000000000000002
within an hour,106.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,117,32,240,0,,19,3,0.9
within an hour,5.0,t,Eixample,Serviced apartment,Entire home/apt,7,,250,1,59,132,94.0,23,3,0.55
within an hour,2.0,t,Gràcia,Apartment,Private room,2,,46,2,10,34,92.0,28,4,0.45
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,42,1,41,24,96.0,30,5,0.4
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,52,2,11,52,94.0,12,2,0.4
within an hour,2.0,t,Eixample,Apartment,Private room,2,,53,1,139,36,95.0,39,14,0.65
within an hour,126.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,85,32,269,0,,10,2,0.9
within an hour,2.0,t,Eixample,Condominium,Entire home/apt,5,,129,2,52,21,80.0,20,2,0.55
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,4,,177,2,177,238,99.0,57,22,0.65
within a day,29.0,t,Eixample,Apartment,Entire home/apt,2,,86,32,318,0,,9,1,0.825
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,50,3,228,1,100.0,8,1,0.7
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,82,1,350,11,95.0,24,3,0.85
,1.0,t,Eixample,Apartment,Private room,1,,40,1,0,0,,8,2,0.15000000000000002
within an hour,2.0,t,Nou Barris,Apartment,Private room,2,,30,1,125,50,94.0,45,13,0.65
within an hour,2.0,t,Sant Martí,Condominium,Entire home/apt,4,,78,30,31,0,,11,1,0.45
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,6,,150,3,291,133,95.0,31,0,0.7
within a few hours,58.0,t,Gràcia,Apartment,Entire home/apt,6,,500,1,143,1,80.0,25,0,0.7375
